Timestamp,Gesture_Label,Voltage
1773225462.8119314,Rest (Baseline),0.08974097762256861
1773225462.8129313,Rest (Baseline),0.048435875214636326
1773225462.8139315,Rest (Baseline),0.014875479508191347
1773225462.8149314,Rest (Baseline),-0.022557269548997283
1773225462.8159313,Rest (Baseline),-0.07160707865841687
1773225462.8169315,Rest (Baseline),-0.12969237891957164
1773225462.8179314,Rest (Baseline),-0.18519611028023064
1773225462.8189313,Rest (Baseline),-0.2445721949916333
1773225462.8199313,Rest (Baseline),-0.25489847059361637
1773225462.8209314,Rest (Baseline),-0.24715376389212906
1773225462.8219314,Rest (Baseline),-0.19939473923295736
1773225462.8229313,Rest (Baseline),-0.10774904326535761
1773225462.8239315,Rest (Baseline),-0.01481256284750998
1773225462.8249314,Rest (Baseline),0.0819962709210813
1773225462.8259313,Rest (Baseline),0.15169863123446703
1773225462.8269315,Rest (Baseline),0.19171294919215143
1773225462.8279314,Rest (Baseline),0.19945765589363873
1773225462.8289313,Rest (Baseline),0.19816687144339085
1773225462.8299313,Rest (Baseline),0.16073412238620222
1773225462.8309314,Rest (Baseline),0.1310460800305009
1773225462.8319314,Rest (Baseline),0.08974097762256861
1773225462.8329313,Rest (Baseline),0.04585430631414056
1773225462.8339314,Rest (Baseline),0.0006768505554646254
1773225462.8349314,Rest (Baseline),-0.07418864755891263
1773225462.8359313,Rest (Baseline),-0.16970669687725604
1773225462.8369315,Rest (Baseline),-0.27942337514832616
1773225462.8379314,Rest (Baseline),-0.39043083786964417
1773225462.8389313,Rest (Baseline),-0.48853045608848333
1773225462.8399315,Rest (Baseline),-0.5608143853023648
1773225462.8409314,Rest (Baseline),-0.5788853676058352
1773225462.8419313,Rest (Baseline),-0.5633959542028606
1773225462.8429313,Rest (Baseline),-0.47175025823526084
1773225462.8439314,Rest (Baseline),-0.38526770006865263
1773225462.8449314,Rest (Baseline),-0.2910404352005571
1773225462.8459313,Rest (Baseline),-0.21617493708617985
1773225462.8469315,Rest (Baseline),-0.16583434352651238
1773225462.8479314,Rest (Baseline),-0.14518179232254624
1773225462.8489313,Rest (Baseline),-0.13743708562105894
1773225462.8499315,Rest (Baseline),-0.13743708562105894
1773225462.8509314,Rest (Baseline),-0.1335647322703153
1773225462.8519313,Rest (Baseline),-0.13614630117081106
1773225462.8529313,Rest (Baseline),-0.15938042127527297
1773225462.8539314,Rest (Baseline),-0.14389100787229836
1773225462.8549314,Rest (Baseline),-0.15938042127527297
1773225462.8559313,Rest (Baseline),-0.19165003253147006
1773225462.8569314,Rest (Baseline),-0.23037356603890657
1773225462.8579314,Rest (Baseline),-0.2510261172428727
1773225462.8589313,Rest (Baseline),-0.24844454834237695
1773225462.8599315,Rest (Baseline),-0.25618925504386425
1773225462.8609314,Rest (Baseline),-0.20843023038469255
1773225462.8619313,Rest (Baseline),-0.08709649206139147
1773225462.8629315,Rest (Baseline),0.044563521863892674
