Timestamp,Gesture_Label,Voltage
1773226332.6904488,Rest,-0.4291543713770807
1773226332.6914487,Rest,-0.4201188802253455
1773226332.6924486,Rest,-0.39817554457113147
1773226332.6934488,Rest,-0.3659059333149344
1773226332.6944487,Rest,-0.32589161535725
1773226332.6954486,Rest,-0.28071415959857404
1773226332.6964486,Rest,-0.23424591938965023
1773226332.6974487,Rest,-0.19165003253147006
1773226332.6984487,Rest,-0.15938042127527297
1773226332.6994486,Rest,-0.14518179232254624
1773226332.7004488,Rest,-0.14389100787229836
1773226332.7014487,Rest,-0.15550806792452931
1773226332.7024486,Rest,-0.18261454137973487
1773226332.7034488,Rest,-0.21875650598667562
1773226332.7044487,Rest,-0.2613523928448558
1773226332.7054486,Rest,-0.31040220195427537
1773226332.7064488,Rest,-0.3568704421631992
1773226332.7074487,Rest,-0.39946632902137935
1773226332.7084486,Rest,-0.4278635869268328
1773226332.7094486,Rest,-0.43948064697906375
1773226332.7104487,Rest,-0.436899078078568
1773226332.7114487,Rest,-0.4214096646755934
1773226332.7124486,Rest,-0.39172162231989205
1773226332.7134488,Rest,-0.35816122661344707
1773226332.7144487,Rest,-0.31298377085477114
1773226332.7154486,Rest,-0.26393396174535155
1773226332.7164488,Rest,-0.21488415263593197
1773226332.7174487,Rest,-0.1735790502279997
1773226332.7184486,Rest,-0.14260022342205048
1773226332.7194486,Rest,-0.12969237891957164
1773226332.7204487,Rest,-0.13098316336981952
1773226332.7214487,Rest,-0.14647257677279413
1773226332.7224486,Rest,-0.17486983467824757
1773226332.7234488,Rest,-0.21359336818568408
1773226332.7244487,Rest,-0.2613523928448558
1773226332.7254486,Rest,-0.31298377085477114
1773226332.7264488,Rest,-0.3646151488646865
1773226332.7274487,Rest,-0.4097926046233624
1773226332.7284486,Rest,-0.43948064697906375
1773226332.7294486,Rest,-0.45497006038203835
1773226332.7304487,Rest,-0.45367927593179047
1773226332.7314487,Rest,-0.436899078078568
1773226332.7324486,Rest,-0.4097926046233624
1773226332.7334487,Rest,-0.3710690711159259
1773226332.7344487,Rest,-0.3246008309070021
1773226332.7354486,Rest,-0.27167866844683886
1773226332.7364488,Rest,-0.2200472904369235
1773226332.7374487,Rest,-0.1735790502279997
1773226332.7384486,Rest,-0.14260022342205048
1773226332.7394488,Rest,-0.125820025568828
1773226332.7404487,Rest,-0.12323845666833222
1773226332.7414486,Rest,-0.13614630117081106
1773226332.7424486,Rest,-0.15938042127527297
1773226332.7434487,Rest,-0.1955223858822137
1773226332.7444487,Rest,-0.24069984164088964
1773226332.7454486,Rest,-0.28845886630006135
1773226332.7464488,Rest,-0.33621789095923305
1773226332.7474487,Rest,-0.3801045622676611
1773226332.7484486,Rest,-0.40592025127261877
1773226332.7494488,Rest,-0.4175373113248497
1773226332.7504487,Rest,-0.41624652687460184
1773226332.7514486,Rest,-0.40075711347162724
1773226332.7524486,Rest,-0.38268613116815686
1773226332.7534487,Rest,-0.34525338211096823
1773226332.7544487,Rest,-0.2910404352005571
1773226332.7630858,Rest,-0.2445721949916333
1773226332.7640858,Rest,-0.19939473923295736
1773226332.765086,Rest,-0.16067120572552085
1773226332.7660859,Rest,-0.13872787007130682
1773226332.7670858,Rest,-0.12969237891957164
1773226332.768086,Rest,-0.13743708562105894
1773226332.769086,Rest,-0.1567988523747772
1773226332.7700858,Rest,-0.18648689473047853
1773226332.7710857,Rest,-0.2290827815886587
1773226332.772086,Rest,-0.2781325906980783
1773226332.7730858,Rest,-0.3297639687079936
1773226332.7740858,Rest,-0.3801045622676611
1773226332.775086,Rest,-0.4214096646755934
1773226332.7760859,Rest,-0.44722535368055105
1773226332.7770858,Rest,-0.45626084483228624
1773226332.778086,Rest,-0.4510977070312947
1773226332.7790859,Rest,-0.43044515582732856
1773226332.7800858,Rest,-0.39817554457113147
1773226332.7810857,Rest,-0.35299808881245553
1773226332.782086,Rest,-0.3000759263522923
1773226332.7830858,Rest,-0.24715376389212906
1773226332.7840858,Rest,-0.1955223858822137
1773226332.785086,Rest,-0.15550806792452931
1773226332.7860858,Rest,-0.13098316336981952
1773226332.7870858,Rest,-0.12323845666833222
1773226332.788086,Rest,-0.12969237891957164
1773226332.7890859,Rest,-0.1490541456732899
1773226332.7900858,Rest,-0.17874218802899122
1773226332.791086,Rest,-0.21875650598667562
1773226332.792086,Rest,-0.26393396174535155
1773226332.7930858,Rest,-0.3091114175040275
1773226332.7940857,Rest,-0.35299808881245553
1773226332.795086,Rest,-0.38397691561840475
1773226332.7960858,Rest,-0.40075711347162724
1773226332.7970858,Rest,-0.4020478979218751
1773226332.798086,Rest,-0.39172162231989205
1773226332.7990859,Rest,-0.369778286665678
1773226332.8000858,Rest,-0.33621789095923305
1773226332.801086,Rest,-0.29491278855130076
1773226332.8020859,Rest,-0.24973533279262483
1773226332.8030858,Rest,-0.2045578770339489
1773226332.8040857,Rest,-0.16325277462601662
1773226332.805086,Rest,-0.1335647322703153
1773226332.8060858,Rest,-0.12194767221808434
1773226332.8070858,Rest,-0.125820025568828
1773226332.808086,Rest,-0.1413094389718026
1773226332.8090858,Rest,-0.17099748132750392
1773226332.8100858,Rest,-0.20972101483494043
1773226332.811086,Rest,-0.25618925504386425
1773226332.8120859,Rest,-0.30523906415328383
1773226332.8130858,Rest,-0.3542888732627034
1773226332.814086,Rest,-0.3968847601208836
1773226332.815086,Rest,-0.425282018026337
1773226332.8160858,Rest,-0.43948064697906375
1773226332.8170857,Rest,-0.4356082936283201
1773226332.818086,Rest,-0.4188280957750976
1773226332.8190858,Rest,-0.39172162231989205
1773226332.8200858,Rest,-0.35816122661344707
1773226332.821086,Rest,-0.3091114175040275
1773226332.8220859,Rest,-0.2600616083946079
1773226332.8230858,Rest,-0.2123025837354362
1773226332.824086,Rest,-0.16970669687725604
1773226332.8250859,Rest,-0.14260022342205048
1773226332.8260858,Rest,-0.12969237891957164
1773226332.8270857,Rest,-0.1322739478200674
1773226332.828086,Rest,-0.147763361223042
1773226332.8290858,Rest,-0.1735790502279997
1773226332.8300858,Rest,-0.21101179928518832
1773226332.831086,Rest,-0.2536076861433685
1773226332.8320858,Rest,-0.3000759263522923
1773226332.8330858,Rest,-0.34525338211096823
1773226332.834086,Rest,-0.38268613116815686
1773226332.8350859,Rest,-0.403338682372123
1773226332.8360858,Rest,-0.4097926046233624
1773226332.8370857,Rest,-0.40075711347162724
1773226332.838086,Rest,-0.3788137778174132
1773226332.8390858,Rest,-0.34396259766072035
1773226332.8400857,Rest,-0.29749435745179653
1773226332.841086,Rest,-0.2445721949916333
1773226332.8420858,Rest,-0.18648689473047853
1773226332.8430858,Rest,-0.1322739478200674
1773226332.844086,Rest,-0.08322413871064782
1773226332.8450859,Rest,-0.050954527454450727
1773226332.8460858,Rest,-0.03417432960122824
1773226332.847086,Rest,-0.03288354515098035
1773226332.8480859,Rest,-0.047082174103707075
1773226332.8490858,Rest,-0.07289786310866475
1773226332.8500857,Rest,-0.11033061216585338
1773226332.851086,Rest,-0.15550806792452931
1773226332.8520858,Rest,-0.2045578770339489
1773226332.8530858,Rest,-0.2523169016931206
1773226332.854086,Rest,-0.292331219650805
1773226332.8550858,Rest,-0.3155653397552669
1773226332.8560858,Rest,-0.3233100464567542
1773226332.857086,Rest,-0.3155653397552669
1773226332.8580859,Rest,-0.2936220041010529
1773226332.8590858,Rest,-0.25877082394436
1773226332.8600857,Rest,-0.21101179928518832
1773226332.861086,Rest,-0.15163571457378566
1773226332.8620858,Rest,-0.08967806096188724
1773226332.8550391,Rest,-0.02513883844949305
1773226332.856039,Rest,0.03294646181166172
1773226332.8570392,Rest,0.074251564219594
1773226332.8580391,Rest,0.10393960657529533
1773226332.859039,Rest,0.12071980442851782
1773226332.8600392,Rest,0.12071980442851782
1773226332.8610392,Rest,0.11039352882653475
1773226332.862039,Rest,0.08715940872207284
1773226332.863039,Rest,0.054889797465875745
1773226332.8640392,Rest,0.018747832858935
1773226332.865039,Rest,-0.019975700648501515
1773226332.866039,Rest,-0.050954527454450727
1773226332.8670392,Rest,-0.0690255097579211
1773226332.8680391,Rest,-0.0767702164594084
1773226332.869039,Rest,-0.07289786310866475
1773226332.8700392,Rest,-0.057408449705690145
1773226332.8710392,Rest,-0.03159276070073247
1773226332.872039,Rest,0.003258419455960393
1773226332.873039,Rest,0.04327273741364479
1773226332.8740392,Rest,0.08715940872207284
1773226332.875039,Rest,0.12846451113000512
1773226332.876039,Rest,0.15944333793595433
1773226332.8770392,Rest,0.1788051046896726
1773226332.8780391,Rest,0.185259026940912
1773226332.879039,Rest,0.1775143202394247
1773226332.8800392,Rest,0.1620249068364501
1773226332.8810391,Rest,0.13233686448074877
1773226332.882039,Rest,0.09490411542356014
1773226332.8830392,Rest,0.05230822856537998
1773226332.8840392,Rest,0.007130772806704044
1773226332.885039,Rest,-0.03546511405147612
1773226332.886039,Rest,-0.06773472530767322
1773226332.8870392,Rest,-0.08580570761114359
1773226332.888039,Rest,-0.08967806096188724
1773226332.889039,Rest,-0.08064256981015205
1773226332.8900392,Rest,-0.05999001860618591
1773226332.8910391,Rest,-0.026429622899740934
1773226332.892039,Rest,0.017457048408687115
1773226332.8930392,Rest,0.06521607306785882
1773226332.8940392,Rest,0.11684745107777417
1773226332.895039,Rest,0.16331569128669798
1773226332.896039,Rest,0.19816687144339085
1773226332.8970392,Rest,0.2175286381971091
1773226332.898039,Rest,0.22398256044834852
1773226332.899039,Rest,0.21623785374686122
1773226332.9000392,Rest,0.1942945180926472
1773226332.9010391,Rest,0.16073412238620222
1773226332.902039,Rest,0.11942901997826993
1773226332.9030392,Rest,0.07296077976934612
1773226332.9040391,Rest,0.025201755110174417
1773226332.905039,Rest,-0.019975700648501515
1773226332.9060392,Rest,-0.04966374300420284
1773226332.9070392,Rest,-0.06515315640717745
1773226332.908039,Rest,-0.07031629420816898
1773226332.909039,Rest,-0.0612808030564338
1773226332.9100392,Rest,-0.04450060520321131
1773226332.911039,Rest,-0.016103347297757864
1773226332.912039,Rest,0.021329401759430766
1773226332.9130392,Rest,0.06263450416736305
1773226332.9140391,Rest,0.1065211754757911
1773226332.915039,Rest,0.1465354934334755
1773226332.9160392,Rest,0.1710603979881853
1773226332.9170392,Rest,0.1865498113911599
1773226332.918039,Rest,0.18784059584140778
1773226332.919039,Rest,0.1775143202394247
1773226332.9200392,Rest,0.15557098458521068
1773226332.921039,Rest,0.12459215777926147
1773226332.922039,Rest,0.08328705537132919
1773226332.9230392,Rest,0.04069116851314902
1773226332.9240391,Rest,-0.003195502795279026
1773226332.925039,Rest,-0.040628251852467656
1773226332.9260392,Rest,-0.06386237195692956
1773226332.9270391,Rest,-0.07418864755891263
1773226332.928039,Rest,-0.07160707865841687
1773226332.929039,Rest,-0.05611766525544226
1773226332.9300392,Rest,-0.030301976250484586
1773226332.931039,Rest,0.007130772806704044
1773226332.932039,Rest,0.04972665966488421
1773226332.9330392,Rest,0.09619489987380803
1773226332.934039,Rest,0.14008157118223608
1773226332.935039,Rest,0.1775143202394247
1773226332.9360392,Rest,0.19945765589363873
1773226332.9370391,Rest,0.20720236259512603
1773226332.938039,Rest,0.2020392247941345
1773226332.9390392,Rest,0.18396824249066412
1773226332.9400392,Rest,0.1542802001349628
1773226332.941039,Rest,0.11684745107777417
1773226332.942039,Rest,0.07166999531909823
1773226332.9430392,Rest,0.0264925395604223
1773226332.944039,Rest,-0.016103347297757864
1773226332.945039,Rest,-0.050954527454450727
1773226332.9460392,Rest,-0.0690255097579211
1773226332.9470391,Rest,-0.07289786310866475
1773226332.948039,Rest,-0.06386237195692956
1773226332.9490392,Rest,-0.03933746740221977
1773226332.9500391,Rest,-0.005777071695774794
1773226332.951039,Rest,0.03681881516240537
1773226332.952039,Rest,0.08586862427182496
1773226332.9530392,Rest,0.1387907867319882
1773226332.954039,Rest,0.1865498113911599
1773226332.9628856,Rest,0.22398256044834852
1773226332.9638855,Rest,0.24592589610256255
1773226332.9648857,Rest,0.25367060280404985
1773226332.9658856,Rest,0.24592589610256255
1773226332.9668856,Rest,0.22398256044834852
1773226332.9678857,Rest,0.19042216474190354
1773226332.9688857,Rest,0.1452447089832276
1773226332.9698856,Rest,0.09361333097331226
1773226332.9708855,Rest,0.04069116851314902
1773226332.9718857,Rest,-0.009649425046518445
1773226332.9728856,Rest,-0.050954527454450727
1773226332.9738855,Rest,-0.07418864755891263
1773226332.9748857,Rest,-0.08580570761114359
1773226332.9758856,Rest,-0.08193335426039994
1773226332.9768856,Rest,-0.06644394085742533
1773226332.9778857,Rest,-0.03933746740221977
1773226332.9788857,Rest,-0.0006139338947832584
1773226332.9798856,Rest,0.04327273741364479
1773226332.9808855,Rest,0.08974097762256861
1773226332.9818857,Rest,0.13362764893099666
1773226332.9828856,Rest,0.16718804463744164
1773226332.9838855,Rest,0.18396824249066412
1773226332.9848857,Rest,0.19042216474190354
1773226332.9858856,Rest,0.18267745804041624
1773226332.9868855,Rest,0.16331569128669798
1773226332.9878857,Rest,0.13233686448074877
